TimeStamp;Email;Comment;PID;Millis;EDA;IBI;RawPulse;Pressure;Button;
2021-10-15 10:08:18.5030;a@a.A;NULL;NULL;148143;0;0;532;0;0;
2021-10-15 10:08:18.5200;a@a.A;NULL;NULL;148153;40;0;532;0;0;
2021-10-15 10:08:18.5379;a@a.A;NULL;NULL;148163;10;0;532;0;0;
2021-10-15 10:08:18.5379;a@a.A;NULL;NULL;148173;30;17096;533;0;0;
2021-10-15 10:08:18.5539;a@a.A;NULL;NULL;148183;8;0;533;0;0;
2021-10-15 10:08:18.5539;a@a.A;NULL;NULL;148193;35;0;533;0;0;
2021-10-15 10:08:18.5718;a@a.A;NULL;NULL;148203;0;0;532;0;0;
2021-10-15 10:08:18.5718;a@a.A;NULL;NULL;148213;43;0;532;0;0;
2021-10-15 10:08:18.5878;a@a.A;NULL;NULL;148224;2;0;532;0;0;
2021-10-15 10:08:18.6217;a@a.A;NULL;NULL;148234;38;0;532;0;0;
2021-10-15 10:08:18.6217;a@a.A;NULL;NULL;148244;9;0;532;0;0;
2021-10-15 10:08:18.6217;a@a.A;NULL;NULL;148254;24;0;532;0;0;
2021-10-15 10:08:18.6386;a@a.A;NULL;NULL;148264;0;0;532;0;0;
2021-10-15 10:08:18.6386;a@a.A;NULL;NULL;148274;39;0;532;0;0;
2021-10-15 10:08:18.6546;a@a.A;NULL;NULL;148284;5;0;532;0;0;
2021-10-15 10:08:18.6546;a@a.A;NULL;NULL;148294;36;0;532;0;0;
2021-10-15 10:08:18.6875;a@a.A;NULL;NULL;148304;19;0;532;0;0;
2021-10-15 10:08:18.6875;a@a.A;NULL;NULL;148314;41;0;532;0;0;
2021-10-15 10:08:18.6875;a@a.A;NULL;NULL;148324;15;0;533;0;0;
2021-10-15 10:08:18.7050;a@a.A;NULL;NULL;148334;26;0;532;0;0;
2021-10-15 10:08:18.7050;a@a.A;NULL;NULL;148344;4;0;533;0;0;
2021-10-15 10:08:18.7219;a@a.A;NULL;NULL;148354;40;0;533;0;0;
2021-10-15 10:08:18.7535;a@a.A;NULL;NULL;148364;5;0;533;0;0;
2021-10-15 10:08:18.7535;a@a.A;NULL;NULL;148374;39;0;533;0;0;
2021-10-15 10:08:18.7535;a@a.A;NULL;NULL;148384;15;0;533;0;0;
2021-10-15 10:08:18.7714;a@a.A;NULL;NULL;148395;41;0;533;0;0;
2021-10-15 10:08:18.7714;a@a.A;NULL;NULL;148405;14;0;533;0;0;
2021-10-15 10:08:18.7874;a@a.A;NULL;NULL;148415;19;0;533;0;0;
2021-10-15 10:08:18.7874;a@a.A;NULL;NULL;148425;16;0;532;0;0;
