Email;Timestamp;Comment;PID;Millis;EDA;IBI;RawPulse;Pressure;Button
;;;;;;;;;
a@a.A;2021-10-15 09:16:21.3640;NULL;NULL;41109;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.3640;NULL;NULL;41119;70;0;532;0;0
a@a.A;2021-10-15 09:16:21.3810;NULL;NULL;41129;0;-24413;532;0;0
a@a.A;2021-10-15 09:16:21.3970;NULL;NULL;41139;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.3970;NULL;NULL;41149;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.4139;NULL;NULL;41159;55;0;532;0;0
a@a.A;2021-10-15 09:16:21.4139;NULL;NULL;41169;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.4309;NULL;NULL;41179;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.4468;NULL;NULL;41189;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.4478;NULL;NULL;41199;45;0;532;0;0
a@a.A;2021-10-15 09:16:21.4638;NULL;NULL;41209;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.4638;NULL;NULL;41219;23;0;531;0;0
a@a.A;2021-10-15 09:16:21.4807;NULL;NULL;41229;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.4967;NULL;NULL;41239;6;0;532;0;0
a@a.A;2021-10-15 09:16:21.4967;NULL;NULL;41249;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.5136;NULL;NULL;41259;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.5136;NULL;NULL;41269;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.5306;NULL;NULL;41279;32;0;532;0;0
a@a.A;2021-10-15 09:16:21.5476;NULL;NULL;41289;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.5476;NULL;NULL;41299;62;0;532;0;0
a@a.A;2021-10-15 09:16:21.5635;NULL;NULL;41309;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.5635;NULL;NULL;41319;30;0;532;0;0
a@a.A;2021-10-15 09:16:21.5805;NULL;NULL;41329;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.5974;NULL;NULL;41339;27;0;532;0;0
a@a.A;2021-10-15 09:16:21.5974;NULL;NULL;41349;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.6144;NULL;NULL;41359;3;0;532;0;0
a@a.A;2021-10-15 09:16:21.6144;NULL;NULL;41369;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.6303;NULL;NULL;41379;54;0;532;0;0
a@a.A;2021-10-15 09:16:21.6469;NULL;NULL;41389;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.6469;NULL;NULL;41399;11;0;532;0;0
a@a.A;2021-10-15 09:16:21.6638;NULL;NULL;41409;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.6638;NULL;NULL;41419;31;0;532;0;0
a@a.A;2021-10-15 09:16:21.6808;NULL;NULL;41430;0;0;532;0;0
a@a.A;2021-10-15 09:16:21.6967;NULL;NULL;41440;48;0;531;0;0
a@a.A;2021-10-15 09:16:21.6967;NULL;NULL;41450;0;0;531;0;0
a@a.A;2021-10-15 09:16:21.7137;NULL;NULL;41460;36;0;531;0;0
a@a.A;2021-10-15 09:16:21.7307;NULL;NULL;41470;0;0;531;0;0
a@a.A;2021-10-15 09:16:21.7307;NULL;NULL;41480;65;0;531;0;0
a@a.A;2021-10-15 09:16:21.7471;NULL;NULL;41490;0;0;531;0;0
a@a.A;2021-10-15 09:16:21.7471;NULL;NULL;41500;15;0;531;0;0
a@a.A;2021-10-15 09:16:21.7641;NULL;NULL;41510;0;0;531;0;0
a@a.A;2021-10-15 09:16:21.7641;NULL;NULL;41520;60;0;531;0;0
a@a.A;2021-10-15 09:16:21.7800;NULL;NULL;41530;0;0;531;0;0
a@a.A;2021-10-15 09:16:21.7970;NULL;NULL;41540;0;0;530;0;0
a@a.A;2021-10-15 09:16:21.7970;NULL;NULL;41550;0;0;530;0;0
a@a.A;2021-10-15 09:16:21.8139;NULL;NULL;41560;22;0;530;0;0
a@a.A;2021-10-15 09:16:21.8139;NULL;NULL;41570;0;0;530;0;0
a@a.A;2021-10-15 09:16:21.8299;NULL;NULL;41580;29;0;530;0;0
a@a.A;2021-10-15 09:16:21.8474;NULL;NULL;41590;0;0;530;0;0
a@a.A;2021-10-15 09:16:21.8474;NULL;NULL;41600;72;0;530;0;0
a@a.A;2021-10-15 09:16:21.8633;NULL;NULL;41610;0;0;530;0;0
a@a.A;2021-10-15 09:16:21.8633;NULL;NULL;41620;26;0;530;0;0
a@a.A;2021-10-15 09:16:21.8803;NULL;NULL;41630;0;0;530;0;0
a@a.A;2021-10-15 09:16:21.8972;NULL;NULL;41640;0;0;530;0;0
a@a.A;2021-10-15 09:16:21.8972;NULL;NULL;41650;0;0;530;0;0
a@a.A;2021-10-15 09:16:21.9142;NULL;NULL;41660;56;0;530;0;0
a@a.A;2021-10-15 09:16:21.9301;NULL;NULL;41670;0;0;530;0;0
a@a.A;2021-10-15 09:16:21.9301;NULL;NULL;41680;23;0;530;0;0
a@a.A;2021-10-15 09:16:21.9466;NULL;NULL;41690;0;0;530;0;0
a@a.A;2021-10-15 09:16:21.9476;NULL;NULL;41700;16;0;530;0;0
a@a.A;2021-10-15 09:16:21.9636;NULL;NULL;41710;0;0;530;0;0
a@a.A;2021-10-15 09:16:21.9805;NULL;NULL;41720;31;0;530;0;0
a@a.A;2021-10-15 09:16:21.9805;NULL;NULL;41730;0;0;530;0;0
a@a.A;2021-10-15 09:16:21.9965;NULL;NULL;41740;49;0;529;0;0
a@a.A;2021-10-15 09:16:21.9965;NULL;NULL;41750;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.0134;NULL;NULL;41760;34;0;529;0;0
a@a.A;2021-10-15 09:16:22.0134;NULL;NULL;41771;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.0304;NULL;NULL;41781;27;0;529;0;0
a@a.A;2021-10-15 09:16:22.0473;NULL;NULL;41791;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.0473;NULL;NULL;41801;65;0;529;0;0
a@a.A;2021-10-15 09:16:22.0633;NULL;NULL;41811;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.0633;NULL;NULL;41821;56;0;529;0;0
a@a.A;2021-10-15 09:16:22.0803;NULL;NULL;41831;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.0972;NULL;NULL;41841;55;0;529;0;0
a@a.A;2021-10-15 09:16:22.0972;NULL;NULL;41851;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.1132;NULL;NULL;41861;35;0;529;0;0
a@a.A;2021-10-15 09:16:22.1301;NULL;NULL;41871;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.1301;NULL;NULL;41881;34;0;529;0;0
a@a.A;2021-10-15 09:16:22.1471;NULL;NULL;41891;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.1471;NULL;NULL;41901;78;0;529;0;0
a@a.A;2021-10-15 09:16:22.1640;NULL;NULL;41911;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.1800;NULL;NULL;41921;39;0;529;0;0
a@a.A;2021-10-15 09:16:22.1800;NULL;NULL;41931;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.1969;NULL;NULL;41942;16;0;529;0;0
a@a.A;2021-10-15 09:16:22.1969;NULL;NULL;41952;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.2149;NULL;NULL;41962;568;0;529;0;0
a@a.A;2021-10-15 09:16:22.2149;NULL;NULL;41972;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.2308;NULL;NULL;41982;550;0;529;0;0
a@a.A;2021-10-15 09:16:22.2468;NULL;NULL;41992;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.2638;NULL;NULL;42002;41;0;529;0;0
a@a.A;2021-10-15 09:16:22.2638;NULL;NULL;42012;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.2807;NULL;NULL;42022;537;0;529;0;0
a@a.A;2021-10-15 09:16:22.2807;NULL;NULL;42032;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.2977;NULL;NULL;42042;57;0;529;0;0
a@a.A;2021-10-15 09:16:22.2977;NULL;NULL;42052;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.3136;NULL;NULL;42062;520;0;529;0;0
a@a.A;2021-10-15 09:16:22.3306;NULL;NULL;42072;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.3306;NULL;NULL;42082;69;0;529;0;0
a@a.A;2021-10-15 09:16:22.3465;NULL;NULL;42092;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.3465;NULL;NULL;42102;503;0;529;0;0
a@a.A;2021-10-15 09:16:22.3635;NULL;NULL;42112;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.3804;NULL;NULL;42122;51;0;529;0;0
a@a.A;2021-10-15 09:16:22.3804;NULL;NULL;42132;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.3964;NULL;NULL;42142;534;0;529;0;0
a@a.A;2021-10-15 09:16:22.3964;NULL;NULL;42152;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.4134;NULL;NULL;42162;82;0;529;0;0
a@a.A;2021-10-15 09:16:22.4303;NULL;NULL;42172;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.4303;NULL;NULL;42182;537;0;529;0;0
a@a.A;2021-10-15 09:16:22.4463;NULL;NULL;42192;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.4473;NULL;NULL;42202;82;0;529;0;0
a@a.A;2021-10-15 09:16:22.4632;NULL;NULL;42212;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.4802;NULL;NULL;42222;64;0;529;0;0
a@a.A;2021-10-15 09:16:22.4802;NULL;NULL;42232;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.4971;NULL;NULL;42242;8;0;529;0;0
a@a.A;2021-10-15 09:16:22.4971;NULL;NULL;42252;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.5141;NULL;NULL;42262;69;0;529;0;0
a@a.A;2021-10-15 09:16:22.5301;NULL;NULL;42272;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.5301;NULL;NULL;42283;567;0;529;0;0
a@a.A;2021-10-15 09:16:22.5470;NULL;NULL;42293;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.5470;NULL;NULL;42303;588;0;529;0;0
a@a.A;2021-10-15 09:16:22.5630;NULL;NULL;42313;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.5799;NULL;NULL;42323;546;0;529;0;0
a@a.A;2021-10-15 09:16:22.5799;NULL;NULL;42333;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.5969;NULL;NULL;42343;542;0;529;0;0
a@a.A;2021-10-15 09:16:22.5969;NULL;NULL;42353;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.6128;NULL;NULL;42363;528;0;529;0;0
a@a.A;2021-10-15 09:16:22.6298;NULL;NULL;42373;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.6298;NULL;NULL;42383;553;0;529;0;0
a@a.A;2021-10-15 09:16:22.6467;NULL;NULL;42393;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.6627;NULL;NULL;42403;528;0;529;0;0
a@a.A;2021-10-15 09:16:22.6627;NULL;NULL;42413;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.6796;NULL;NULL;42423;544;0;529;0;0
a@a.A;2021-10-15 09:16:22.6796;NULL;NULL;42433;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.6966;NULL;NULL;42443;564;0;529;0;0
a@a.A;2021-10-15 09:16:22.7136;NULL;NULL;42454;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.7136;NULL;NULL;42464;491;0;529;0;0
a@a.A;2021-10-15 09:16:22.7295;NULL;NULL;42474;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.7465;NULL;NULL;42484;647;0;529;0;0
a@a.A;2021-10-15 09:16:22.7465;NULL;NULL;42494;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.7634;NULL;NULL;42504;514;0;529;0;0
a@a.A;2021-10-15 09:16:22.7634;NULL;NULL;42514;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.7794;NULL;NULL;42524;466;0;529;0;0
a@a.A;2021-10-15 09:16:22.7794;NULL;NULL;42534;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.7963;NULL;NULL;42544;555;0;529;0;0
a@a.A;2021-10-15 09:16:22.7963;NULL;NULL;42554;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.8133;NULL;NULL;42564;530;0;529;0;0
a@a.A;2021-10-15 09:16:22.8302;NULL;NULL;42574;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.8302;NULL;NULL;42584;457;0;529;0;0
a@a.A;2021-10-15 09:16:22.8467;NULL;NULL;42594;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.8627;NULL;NULL;42604;367;0;529;0;0
a@a.A;2021-10-15 09:16:22.8627;NULL;NULL;42614;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.8796;NULL;NULL;42624;554;0;529;0;0
a@a.A;2021-10-15 09:16:22.8796;NULL;NULL;42634;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.8966;NULL;NULL;42644;423;0;529;0;0
a@a.A;2021-10-15 09:16:22.9135;NULL;NULL;42654;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.9135;NULL;NULL;42664;564;0;529;0;0
a@a.A;2021-10-15 09:16:22.9295;NULL;NULL;42674;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.9295;NULL;NULL;42684;447;0;529;0;0
a@a.A;2021-10-15 09:16:22.9465;NULL;NULL;42694;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.9634;NULL;NULL;42704;609;0;529;0;0
a@a.A;2021-10-15 09:16:22.9634;NULL;NULL;42714;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.9804;NULL;NULL;42724;463;0;529;0;0
a@a.A;2021-10-15 09:16:22.9804;NULL;NULL;42734;0;0;529;0;0
a@a.A;2021-10-15 09:16:22.9964;NULL;NULL;42744;639;0;529;0;0
a@a.A;2021-10-15 09:16:23.0133;NULL;NULL;42754;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.0133;NULL;NULL;42764;490;0;529;0;0
a@a.A;2021-10-15 09:16:23.0293;NULL;NULL;42774;8;0;529;0;0
a@a.A;2021-10-15 09:16:23.0293;NULL;NULL;42784;456;0;529;0;0
a@a.A;2021-10-15 09:16:23.0462;NULL;NULL;42795;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.0632;NULL;NULL;42805;594;0;529;0;0
a@a.A;2021-10-15 09:16:23.0632;NULL;NULL;42815;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.0801;NULL;NULL;42825;539;0;529;0;0
a@a.A;2021-10-15 09:16:23.0801;NULL;NULL;42835;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.0971;NULL;NULL;42845;598;0;529;0;0
a@a.A;2021-10-15 09:16:23.1130;NULL;NULL;42855;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.1130;NULL;NULL;42865;496;0;529;0;0
a@a.A;2021-10-15 09:16:23.1300;NULL;NULL;42875;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.1300;NULL;NULL;42885;620;0;529;0;0
a@a.A;2021-10-15 09:16:23.1460;NULL;NULL;42895;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.1629;NULL;NULL;42905;473;0;529;0;0
a@a.A;2021-10-15 09:16:23.1629;NULL;NULL;42915;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.1799;NULL;NULL;42925;532;0;529;0;0
a@a.A;2021-10-15 09:16:23.1799;NULL;NULL;42935;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.1968;NULL;NULL;42945;576;0;529;0;0
a@a.A;2021-10-15 09:16:23.2128;NULL;NULL;42955;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.2128;NULL;NULL;42966;379;0;529;0;0
a@a.A;2021-10-15 09:16:23.2297;NULL;NULL;42976;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.2297;NULL;NULL;42986;230;0;529;0;0
a@a.A;2021-10-15 09:16:23.2467;NULL;NULL;42996;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.2636;NULL;NULL;43006;205;0;529;0;0
a@a.A;2021-10-15 09:16:23.2636;NULL;NULL;43016;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.2796;NULL;NULL;43026;296;0;529;0;0
a@a.A;2021-10-15 09:16:23.2796;NULL;NULL;43036;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.2966;NULL;NULL;43046;229;0;529;0;0
a@a.A;2021-10-15 09:16:23.3135;NULL;NULL;43056;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.3135;NULL;NULL;43066;309;0;529;0;0
a@a.A;2021-10-15 09:16:23.3295;NULL;NULL;43076;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.3305;NULL;NULL;43086;270;0;529;0;0
a@a.A;2021-10-15 09:16:23.3467;NULL;NULL;43096;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.3637;NULL;NULL;43106;300;0;529;0;0
a@a.A;2021-10-15 09:16:23.3637;NULL;NULL;43116;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.3796;NULL;NULL;43126;187;0;529;0;0
a@a.A;2021-10-15 09:16:23.3966;NULL;NULL;43136;16;0;529;0;0
a@a.A;2021-10-15 09:16:23.3966;NULL;NULL;43146;426;0;529;0;0
a@a.A;2021-10-15 09:16:23.4126;NULL;NULL;43156;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.4135;NULL;NULL;43166;236;0;529;0;0
a@a.A;2021-10-15 09:16:23.4305;NULL;NULL;43176;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.4465;NULL;NULL;43186;398;0;529;0;0
a@a.A;2021-10-15 09:16:23.4465;NULL;NULL;43196;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.4629;NULL;NULL;43206;201;0;529;0;0
a@a.A;2021-10-15 09:16:23.4629;NULL;NULL;43216;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.4799;NULL;NULL;43226;476;0;529;0;0
a@a.A;2021-10-15 09:16:23.4968;NULL;NULL;43236;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.4968;NULL;NULL;43246;298;0;529;0;0
a@a.A;2021-10-15 09:16:23.5128;NULL;NULL;43256;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.5128;NULL;NULL;43266;432;0;529;0;0
a@a.A;2021-10-15 09:16:23.5298;NULL;NULL;43276;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.5298;NULL;NULL;43286;296;0;529;0;0
a@a.A;2021-10-15 09:16:23.5467;NULL;NULL;43296;22;0;529;0;0
a@a.A;2021-10-15 09:16:23.5627;NULL;NULL;43307;184;0;529;0;0
a@a.A;2021-10-15 09:16:23.5627;NULL;NULL;43317;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.5796;NULL;NULL;43327;119;0;529;0;0
a@a.A;2021-10-15 09:16:23.5966;NULL;NULL;43337;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.5966;NULL;NULL;43347;68;0;529;0;0
a@a.A;2021-10-15 09:16:23.6125;NULL;NULL;43357;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.6125;NULL;NULL;43367;132;0;529;0;0
a@a.A;2021-10-15 09:16:23.6295;NULL;NULL;43377;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.6464;NULL;NULL;43387;101;0;529;0;0
a@a.A;2021-10-15 09:16:23.6464;NULL;NULL;43397;18;0;529;0;0
a@a.A;2021-10-15 09:16:23.6634;NULL;NULL;43407;186;0;529;0;0
a@a.A;2021-10-15 09:16:23.6634;NULL;NULL;43417;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.6794;NULL;NULL;43427;148;0;529;0;0
a@a.A;2021-10-15 09:16:23.6963;NULL;NULL;43437;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.6963;NULL;NULL;43447;164;0;529;0;0
a@a.A;2021-10-15 09:16:23.7123;NULL;NULL;43457;6;0;529;0;0
a@a.A;2021-10-15 09:16:23.7292;NULL;NULL;43467;158;0;529;0;0
a@a.A;2021-10-15 09:16:23.7292;NULL;NULL;43478;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.7462;NULL;NULL;43488;109;0;529;0;0
a@a.A;2021-10-15 09:16:23.7462;NULL;NULL;43498;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.7621;NULL;NULL;43508;60;0;529;0;0
a@a.A;2021-10-15 09:16:23.7621;NULL;NULL;43518;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.7801;NULL;NULL;43528;82;0;529;0;0
a@a.A;2021-10-15 09:16:23.7960;NULL;NULL;43538;2;0;529;0;0
a@a.A;2021-10-15 09:16:23.7960;NULL;NULL;43548;75;0;529;0;0
a@a.A;2021-10-15 09:16:23.8130;NULL;NULL;43558;21;0;529;0;0
a@a.A;2021-10-15 09:16:23.8130;NULL;NULL;43568;130;0;529;0;0
a@a.A;2021-10-15 09:16:23.8299;NULL;NULL;43578;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.8459;NULL;NULL;43588;76;0;529;0;0
a@a.A;2021-10-15 09:16:23.8459;NULL;NULL;43598;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.8629;NULL;NULL;43608;97;0;529;0;0
a@a.A;2021-10-15 09:16:23.8629;NULL;NULL;43618;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.8798;NULL;NULL;43628;81;0;529;0;0
a@a.A;2021-10-15 09:16:23.8958;NULL;NULL;43638;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.8968;NULL;NULL;43648;120;0;529;0;0
a@a.A;2021-10-15 09:16:23.9127;NULL;NULL;43658;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.9297;NULL;NULL;43668;55;0;529;0;0
a@a.A;2021-10-15 09:16:23.9297;NULL;NULL;43678;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.9466;NULL;NULL;43688;39;0;529;0;0
a@a.A;2021-10-15 09:16:23.9466;NULL;NULL;43698;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.9626;NULL;NULL;43708;93;0;529;0;0
a@a.A;2021-10-15 09:16:23.9795;NULL;NULL;43718;0;0;529;0;0
a@a.A;2021-10-15 09:16:23.9795;NULL;NULL;43728;9;0;529;0;0
a@a.A;2021-10-15 09:16:23.9965;NULL;NULL;43738;3;0;529;0;0
a@a.A;2021-10-15 09:16:23.9965;NULL;NULL;43748;41;0;529;0;0
a@a.A;2021-10-15 09:16:24.0125;NULL;NULL;43758;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.0135;NULL;NULL;43768;92;0;529;0;0
a@a.A;2021-10-15 09:16:24.0294;NULL;NULL;43778;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.0464;NULL;NULL;43788;79;0;529;0;0
a@a.A;2021-10-15 09:16:24.0464;NULL;NULL;43798;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.0623;NULL;NULL;43808;62;0;529;0;0
a@a.A;2021-10-15 09:16:24.0623;NULL;NULL;43819;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.0793;NULL;NULL;43829;19;0;529;0;0
a@a.A;2021-10-15 09:16:24.0962;NULL;NULL;43839;14;0;529;0;0
a@a.A;2021-10-15 09:16:24.0962;NULL;NULL;43849;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.1132;NULL;NULL;43859;16;0;529;0;0
a@a.A;2021-10-15 09:16:24.1132;NULL;NULL;43869;90;0;529;0;0
a@a.A;2021-10-15 09:16:24.1292;NULL;NULL;43879;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.1461;NULL;NULL;43889;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.1461;NULL;NULL;43899;22;0;529;0;0
a@a.A;2021-10-15 09:16:24.1631;NULL;NULL;43909;58;0;529;0;0
a@a.A;2021-10-15 09:16:24.1790;NULL;NULL;43919;12;0;529;0;0
a@a.A;2021-10-15 09:16:24.1790;NULL;NULL;43929;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.1960;NULL;NULL;43939;24;0;529;0;0
a@a.A;2021-10-15 09:16:24.1960;NULL;NULL;43949;71;0;529;0;0
a@a.A;2021-10-15 09:16:24.2129;NULL;NULL;43959;29;0;529;0;0
a@a.A;2021-10-15 09:16:24.2299;NULL;NULL;43969;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.2299;NULL;NULL;43979;23;0;529;0;0
a@a.A;2021-10-15 09:16:24.2468;NULL;NULL;43990;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.2468;NULL;NULL;44000;3;0;529;0;0
a@a.A;2021-10-15 09:16:24.2628;NULL;NULL;44010;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.2797;NULL;NULL;44020;12;0;529;0;0
a@a.A;2021-10-15 09:16:24.2797;NULL;NULL;44030;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.2957;NULL;NULL;44040;43;0;529;0;0
a@a.A;2021-10-15 09:16:24.2957;NULL;NULL;44050;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.3127;NULL;NULL;44060;31;0;529;0;0
a@a.A;2021-10-15 09:16:24.3296;NULL;NULL;44070;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.3296;NULL;NULL;44080;37;0;529;0;0
a@a.A;2021-10-15 09:16:24.3466;NULL;NULL;44090;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.3466;NULL;NULL;44100;8;0;529;0;0
a@a.A;2021-10-15 09:16:24.3625;NULL;NULL;44110;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.3795;NULL;NULL;44120;2;0;529;0;0
a@a.A;2021-10-15 09:16:24.3795;NULL;NULL;44130;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.3964;NULL;NULL;44140;71;0;529;0;0
a@a.A;2021-10-15 09:16:24.3964;NULL;NULL;44150;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.4124;NULL;NULL;44160;4;0;529;0;0
a@a.A;2021-10-15 09:16:24.4294;NULL;NULL;44170;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.4294;NULL;NULL;44180;15;0;529;0;0
a@a.A;2021-10-15 09:16:24.4463;NULL;NULL;44190;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.4633;NULL;NULL;44200;29;0;529;0;0
a@a.A;2021-10-15 09:16:24.4633;NULL;NULL;44210;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.4633;NULL;NULL;44220;3;0;529;0;0
a@a.A;2021-10-15 09:16:24.4792;NULL;NULL;44230;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.4962;NULL;NULL;44240;40;0;529;0;0
a@a.A;2021-10-15 09:16:24.4962;NULL;NULL;44250;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.5131;NULL;NULL;44260;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.5291;NULL;NULL;44270;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.5291;NULL;NULL;44280;17;0;529;0;0
a@a.A;2021-10-15 09:16:24.5460;NULL;NULL;44290;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.5460;NULL;NULL;44300;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.5627;NULL;NULL;44310;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.5796;NULL;NULL;44320;27;0;529;0;0
a@a.A;2021-10-15 09:16:24.5796;NULL;NULL;44331;0;0;529;0;0
a@a.A;2021-10-15 09:16:24.5956;NULL;NULL;44341;43;0;529;0;0
a@a.A;2021-10-15 09:16:24.5956;NULL;NULL;44351;0;0;529;0;0
