Timestamp;Email;Comment;PID;Millis;EDA;IBI;RawPulse;Pressure;Button
;;;;;;;;;
2021-10-15 10:21:09.6158;a@a.A;NULL;NULL;50555;23;0;532;0;0
2021-10-15 10:21:09.6158;a@a.A;NULL;NULL;50565;9;0;532;0;0
2021-10-15 10:21:09.6327;a@a.A;NULL;NULL;50575;25;0;532;0;0
2021-10-15 10:21:09.6487;a@a.A;NULL;NULL;50585;9;0;532;0;0
2021-10-15 10:21:09.6487;a@a.A;NULL;NULL;50595;44;-14948;533;0;0
2021-10-15 10:21:09.6656;a@a.A;NULL;NULL;50605;9;0;532;0;0
2021-10-15 10:21:09.6826;a@a.A;NULL;NULL;50615;26;0;532;0;0
2021-10-15 10:21:09.6826;a@a.A;NULL;NULL;50625;16;0;532;0;0
2021-10-15 10:21:09.6986;a@a.A;NULL;NULL;50635;39;0;532;0;0
2021-10-15 10:21:09.6986;a@a.A;NULL;NULL;50646;15;0;532;0;0
2021-10-15 10:21:09.7155;a@a.A;NULL;NULL;50656;49;0;532;0;0
2021-10-15 10:21:09.7324;a@a.A;NULL;NULL;50666;12;0;532;0;0
2021-10-15 10:21:09.7324;a@a.A;NULL;NULL;50676;43;0;532;0;0
2021-10-15 10:21:09.7494;a@a.A;NULL;NULL;50686;10;0;532;0;0
2021-10-15 10:21:09.7494;a@a.A;NULL;NULL;50696;34;0;532;0;0
2021-10-15 10:21:09.7649;a@a.A;NULL;NULL;50706;12;0;532;0;0
2021-10-15 10:21:09.7819;a@a.A;NULL;NULL;50716;47;0;532;0;0
2021-10-15 10:21:09.7819;a@a.A;NULL;NULL;50726;17;0;532;0;0
2021-10-15 10:21:09.7988;a@a.A;NULL;NULL;50736;41;0;532;0;0
2021-10-15 10:21:09.8158;a@a.A;NULL;NULL;50746;0;0;532;0;0
2021-10-15 10:21:09.8158;a@a.A;NULL;NULL;50756;44;0;532;0;0
2021-10-15 10:21:09.8318;a@a.A;NULL;NULL;50766;23;0;532;0;0
2021-10-15 10:21:09.8318;a@a.A;NULL;NULL;50776;51;0;532;0;0
2021-10-15 10:21:09.8487;a@a.A;NULL;NULL;50786;21;0;532;0;0
2021-10-15 10:21:09.8659;a@a.A;NULL;NULL;50796;40;0;532;0;0
2021-10-15 10:21:09.8659;a@a.A;NULL;NULL;50806;15;0;532;0;0
2021-10-15 10:21:09.8824;a@a.A;NULL;NULL;50816;47;0;532;0;0
2021-10-15 10:21:09.8824;a@a.A;NULL;NULL;50826;8;0;532;0;0
