TimeStamp;Email;Comment;PID;Millis;EDA;IBI;RawPulse;Pressure;Button;
2021-10-15 09:54:48.3469;a@a.A;NULL;NULL;14306;0;0;532;0;0;
2021-10-15 09:54:48.3469;a@a.A;NULL;NULL;14316;15;0;532;0;0;
2021-10-15 09:54:48.3629;a@a.A;NULL;NULL;14326;0;14317;532;0;0;
2021-10-15 09:54:48.3629;a@a.A;NULL;NULL;14336;20;0;532;0;0;
2021-10-15 09:54:48.3798;a@a.A;NULL;NULL;14346;12;0;532;0;0;
2021-10-15 09:54:48.3968;a@a.A;NULL;NULL;14356;12;0;532;0;0;
2021-10-15 09:54:48.3968;a@a.A;NULL;NULL;14366;4;0;532;0;0;
2021-10-15 09:54:48.4138;a@a.A;NULL;NULL;14376;22;0;532;0;0;
2021-10-15 09:54:48.4138;a@a.A;NULL;NULL;14386;24;0;532;0;0;
2021-10-15 09:54:48.4307;a@a.A;NULL;NULL;14396;14;0;532;0;0;
2021-10-15 09:54:48.4477;a@a.A;NULL;NULL;14406;0;0;532;0;0;
2021-10-15 09:54:48.4477;a@a.A;NULL;NULL;14416;19;0;532;0;0;
2021-10-15 09:54:48.4646;a@a.A;NULL;NULL;14426;12;0;532;0;0;
2021-10-15 09:54:48.4806;a@a.A;NULL;NULL;14436;21;0;532;0;0;
2021-10-15 09:54:48.4806;a@a.A;NULL;NULL;14446;21;0;532;0;0;
2021-10-15 09:54:48.4975;a@a.A;NULL;NULL;14456;14;0;532;0;0;
2021-10-15 09:54:48.4975;a@a.A;NULL;NULL;14466;22;0;532;0;0;
2021-10-15 09:54:48.5135;a@a.A;NULL;NULL;14476;26;0;533;0;0;
2021-10-15 09:54:48.5304;a@a.A;NULL;NULL;14486;16;0;532;0;0;
2021-10-15 09:54:48.5304;a@a.A;NULL;NULL;14496;18;0;533;0;0;
2021-10-15 09:54:48.5474;a@a.A;NULL;NULL;14507;22;0;533;0;0;
2021-10-15 09:54:48.5474;a@a.A;NULL;NULL;14517;16;0;533;0;0;
2021-10-15 09:54:48.5644;a@a.A;NULL;NULL;14527;0;0;533;0;0;
2021-10-15 09:54:48.5644;a@a.A;NULL;NULL;14537;22;0;533;0;0;
2021-10-15 09:54:48.5803;a@a.A;NULL;NULL;14547;3;0;533;0;0;
2021-10-15 09:54:48.5973;a@a.A;NULL;NULL;14557;6;0;533;0;0;
2021-10-15 09:54:48.5973;a@a.A;NULL;NULL;14567;0;0;533;0;0;
2021-10-15 09:54:48.6132;a@a.A;NULL;NULL;14577;17;0;533;0;0;
2021-10-15 09:54:48.6302;a@a.A;NULL;NULL;14587;17;0;532;0;0;
2021-10-15 09:54:48.6302;a@a.A;NULL;NULL;14597;19;0;532;0;0;
2021-10-15 09:54:48.6481;a@a.A;NULL;NULL;14607;5;0;532;0;0;
2021-10-15 09:54:48.6481;a@a.A;NULL;NULL;14617;31;0;532;0;0;
2021-10-15 09:54:48.6641;a@a.A;NULL;NULL;14627;0;0;532;0;0;
2021-10-15 09:54:48.6800;a@a.A;NULL;NULL;14637;9;0;532;0;0;
2021-10-15 09:54:48.6810;a@a.A;NULL;NULL;14647;15;0;532;0;0;
2021-10-15 09:54:48.6970;a@a.A;NULL;NULL;14657;13;0;532;0;0;
2021-10-15 09:54:48.6970;a@a.A;NULL;NULL;14667;0;0;532;0;0;
2021-10-15 09:54:48.7140;a@a.A;NULL;NULL;14678;17;0;532;0;0;
2021-10-15 09:54:48.7309;a@a.A;NULL;NULL;14688;5;0;532;0;0;
2021-10-15 09:54:48.7309;a@a.A;NULL;NULL;14698;15;0;531;0;0;
2021-10-15 09:54:48.7479;a@a.A;NULL;NULL;14708;0;0;531;0;0;
2021-10-15 09:54:48.7638;a@a.A;NULL;NULL;14718;22;0;531;0;0;
2021-10-15 09:54:48.7638;a@a.A;NULL;NULL;14728;5;0;531;0;0;
2021-10-15 09:54:48.7808;a@a.A;NULL;NULL;14738;25;0;531;0;0;
2021-10-15 09:54:48.7808;a@a.A;NULL;NULL;14748;4;0;531;0;0;
2021-10-15 09:54:48.7977;a@a.A;NULL;NULL;14758;11;0;531;0;0;
2021-10-15 09:54:48.7977;a@a.A;NULL;NULL;14768;0;0;531;0;0;
2021-10-15 09:54:48.8137;a@a.A;NULL;NULL;14778;7;0;531;0;0;
2021-10-15 09:54:48.8306;a@a.A;NULL;NULL;14788;0;0;531;0;0;
2021-10-15 09:54:48.8306;a@a.A;NULL;NULL;14798;5;0;531;0;0;
2021-10-15 09:54:48.8476;a@a.A;NULL;NULL;14808;8;0;531;0;0;
2021-10-15 09:54:48.8476;a@a.A;NULL;NULL;14818;5;0;531;0;0;
2021-10-15 09:54:48.8636;a@a.A;NULL;NULL;14828;2;0;531;0;0;
2021-10-15 09:54:48.8795;a@a.A;NULL;NULL;14838;24;0;531;0;0;
2021-10-15 09:54:48.8795;a@a.A;NULL;NULL;14848;4;0;530;0;0;
2021-10-15 09:54:48.8975;a@a.A;NULL;NULL;14858;18;0;531;0;0;
2021-10-15 09:54:48.8975;a@a.A;NULL;NULL;14868;3;0;530;0;0;
2021-10-15 09:54:48.9124;a@a.A;NULL;NULL;14878;26;0;530;0;0;
2021-10-15 09:54:48.9294;a@a.A;NULL;NULL;14888;0;0;530;0;0;
2021-10-15 09:54:48.9294;a@a.A;NULL;NULL;14898;20;0;530;0;0;
2021-10-15 09:54:48.9463;a@a.A;NULL;NULL;14908;10;0;530;0;0;
2021-10-15 09:54:48.9463;a@a.A;NULL;NULL;14918;20;0;530;0;0;
2021-10-15 09:54:48.9633;a@a.A;NULL;NULL;14928;0;0;530;0;0;
2021-10-15 09:54:48.9792;a@a.A;NULL;NULL;14938;10;0;530;0;0;
